Form,What's your cohort?,Hiring Company,Job Title,Salary,"Job location (City, Country)","Date you first got a job offer, coming out of Makers Academy","How many companies did you interview with, before you got your first offer?",Date you accepted this job offer,Date you start this job you've accepted,"How many companies did you interview with, before you got this offer that you're accepting?",What tech will you be working with?,How did you get this job?,Tell us more,What did we do well?,How could careers support at Makers be improved?,How likely are you to recommend the Makers Academy Careers Team to future cohorts?,Conversion Date,Conversion Title,Contact ID,NPS
CongratsForm460,,Royal Opera House,Junior Developer,30000,London,28/10/2021,2,28/10/2021,01/11/2021,2,Javascript / React,Job Board,,"Everything? I had 1.5 days to prepare for the interview in which I basically had to learn React and Redux from scratch. Ryan gave me this massive, amazing cache of advice on it, and learning resources, and I just crammed those and it got me the job! Also my single session with Candida was one of the most valuable things in all of Makers. She absolutely got where I was coming from and that allowed me to push through it when I was feeling pretty demotivated.","I can't speak for everyone because I definitely came out of Makers considering myself an ""applier"", so I only represent that section of the cohort, but from my point of view it's been flawless. The level of support has been amazing.",10,2021-10-28 14:30:33,Form,36318101,Promoter
CongratsForm459,,iManage,Associate Software Engineer,35000,"London, UK",18/10/2021,2,20/10/2021,30/11/2021,2,"Java, Typescript, React, Scala, Python",MA Hiring Partner,,"Provided lunchtime talks, coaching help, Ryan's 2 weeks Java Course",Post recordings of lunchtime talks on slack channel as sometimes you forget to ask for a copy of the recording,10,2021-10-26 16:50:58,Form,21148501,Promoter
CongratsForm458,,Swytch,Web Developer,28000,Remote,15/10/2021,2,18/10/2021,01/11/2021,0,"HTML, CSS, JS, Hubspot, SQL, Bootstrap",Personal contact/referral,,Good responsiveness and job hub updated regularly,"Very difficult to get support as someone who is working full time while job hunting, all talks and calls were within working hours making it impossible to attend anything",8,2021-10-25 16:06:49,Form,29501551,Passive
CongratsForm457,,Boiler Room,Junior Full Stack Developer,32000,London,22/10/2021,3,22/10/2021,15/11/2021,3,JavaScript / React / Node / Jest/Mocha Flow/Typescript /  GraphQL / Python / React Native,Job Board,,Continued support and guidance - being there during the harder parts of the job search and pointing me in the right direction.,"I honestly think the support has been excellent throughout. The only thing that springs to mind, is one instance where my interview turnaround time was very fast and I wasn't able to speak with anyone for a few days prior to the interview to prepare as some staff were away/unavailable. Perhaps some kind of way to see who is available or not on what days would be good for that rapid part of the job hunt. I'm picking at straws though to offer feedback as the careers support has been just great all around..",10,2021-10-25 13:04:56,Form,26399901,Promoter
CongratsForm456,,Lumenate Growth Ltd,Junior iOS Developer,35000,"Bristol, UK",12/10/2021,4,15/10/2021,18/10/2021,4,"Swift, Firebase,",Other,otta.com,"teaching how to learn, putting stress on quality code, emotional curriculum, and coaching support after finishing the course.","As a person who were looking for a job outside Makers, can't think about any improvements",7,2021-10-24 21:31:16,Form,23309651,Passive
CongratsForm455,,Lumenate Growth Ltd,Junior iOS Developer,35000,"Bristo, UK",12/10/2021,4,15/10/2021,18/10/2021,4,"Swift, Firebase,",Other,otta.com,"teaching how to learn, putting stress on quality code, emotional curriculum, and coaching support after finishing the course.","As a person who were looking for a job outside Makers, can't think about any improvements",7,2021-10-24 11:45:47,Form,23309651,Passive
CongratsForm454,,365 Business Finance,Junior Developer,40000,United Kingdom,31/08/2021,1,21/10/2021,08/11/2021,5,Salesforce,MA Hiring Partner,,"High quality opportunities put forwards by the Partnerships team. The adverts include all the essential information I want to know. I placed the most focus on the Makers opportunities as I was in a much smaller pool of candidates compared to applying through LinkedIn etc. I find it reassuring that companies know what they are getting when coming to employ a Maker. I also wanted to mention how helpful meetings were with my careers coach Candida, incredibly useful and a great resource. I thought every aspect of the careers journey/people involved were all essential and valuable!","Being told when I wasn't put forward to the next stage of the Makers hub application process. No specific feedback would be required, but knowing I was unsuccessful would be helpful.",10,2021-10-23 09:10:30,Form,31753901,Promoter
CongratsForm453,,365 Business Finance,Junior Developer,40000,United Kingdom,31/08/2021,1,21/10/2021,08/11/2021,5,Salesforce,MA Hiring Partner,,High quality opportunities put forwards by the Partnerships team. The adverts include all the essential information I want to know. I placed the most focus on the Makers opportunities as I was in a much smaller pool of candidates compared to applying through LinkedIn etc. I find it reassuring that companies know what they are getting when coming to employ a Maker.,"Being told when I wasn't put forward to the next stage of the Makers hub application process. No specific feedback would be required, but knowing I was unsuccessful would be helpful.",10,2021-10-23 09:08:46,Form,31753901,Promoter
CongratsForm452,,iManage,Associate Software Engineer,35000,"1 Phipp Street, London",18/10/2021,1,18/10/2021,30/11/2021,1,Java,MA Hiring Partner,,The description of the companies in the hub are very helpful,Helping with writing maybe one job application with graduates to set the tone,8,2021-10-18 16:42:16,Form,30640801,Passive
CongratsForm451,,BOXT,Junior Full Stack Developer,35000,London,08/10/2021,1,08/10/2021,08/11/2021,1,"Rails, React, Typescript, JS, Next.js",MA Hiring Partner,,"Plenty of very valuable support there if you need it, Hiring partners and hub process is really great. Shout out Toby for being a voice of reason.",Perhaps slightly more detailed feedback on declined applications/more updates on timelines of applications - understand that you guys have a-lot on your plate and all feedback was appreciated none the less :),10,2021-10-12 15:10:14,Form,25927301,Promoter
CongratsForm450,,Rightmove,Graduate Software Engineer,35000,London,01/10/2021,1,01/10/2021,18/10/2021,1,"React, JavaScript, Java, Spring boot, Kaftka",MA Hiring Partner,,Amazing support throughout the whole process. Providing reviews to improve. Interview preparation.,Honestly I don’t know the support is incredible.,10,2021-10-06 15:51:07,Form,26746701,Promoter
CongratsForm449,,Paddy Betfair,Graduate Developer,34000,"London, UK",01/10/2021,2,01/10/2021,18/10/2021,2,Java,MA Hiring Partner,,"The job opportunities on Hub are amazing, lunch time talks are great, coaching and support has been invaluable.",Continuing to have such great staff as Makers already has!,10,2021-10-03 02:43:35,Form,30561501,Promoter
CongratsForm448,,BridgeU,Associate Developer,35,London,24/09/2021,5,24/09/2021,04/10/2021,5,"Ruby on Rails, ELM, Vue.js",MA Hiring Partner,,"Good lunchtime talk, detailed feedback from Danny on unsuccessful hiring partner application",clarity about the process,7,2021-09-30 10:30:38,Form,29671551,Passive
CongratsForm447,,ECS,Trainee Delivery Consultant,30000,London SE1 2AP,17/09/2021,1,17/09/2021,30/09/2021,1,JS,Recruiter,,Keeping in touch/help with CV writing/how to look for jobs,N/A,9,2021-09-29 13:47:40,Form,26238801,Promoter
CongratsForm446,,Mortgage Advice Bureau,Junior Front End Developer,25000,"Derby, England",23/09/2021,2,24/09/2021,04/10/2021,2,"Angular, TypeScript, SASS",Recruiter,,"I got so much advice on how to effectively apply to jobs, improve my CV and cover letter as well as a very nice reference and a lot of other advice in general",I don't have any suggestions,10,2021-09-24 10:02:47,Form,25972951,Promoter
CongratsForm445,,BridgeU,Associate Developer,35000,London,10/09/2021,10,20/09/2021,04/10/2021,10,"Ruby on Rails, Vue.JS, Elm, SQL",MA Hiring Partner,,"Ben, Ryan, Becks were so friendly and helpful throughout the job finding process for example helping me with preparing for tech tests and interview preparation.  Many thanks to them.","Better communication about status of applications.  Probably more to do with the companies, but when I was rejected by a company the feedback was very vague.  Maybe have more roles and companies coming through the Makers hub as external roles are very competitive but I appreciate that many companies are reluctant to take on Junior developers at the moment.",9,2021-09-21 17:15:49,,26670301,Promoter
CongratsForm444,,Keystone Law,Junior Developer/Junior Web Developer,28000,"Holborn, London",07/09/2021,25,09/09/2021,20/09/2021,25,"Javascript, HTML, CSS, Ember.js, PHP, MySQL, Potentially React",Job Board,,"Very supportive, plenty of resources and opportunities given (i.e. Hub, interview practice etc.)",Project suggestions,8,2021-09-14 23:26:25,,8093901,Passive
CongratsForm443,,BridgeU,associate developer,35000,London,13/09/2021,3,13/09/2021,04/10/2021,2,"Ruby, Javascript, ELM",MA Hiring Partner,,"Preparing me for the interviews, Good feedback with applications, Good hiring partners",Can't think of anything at the moment,8,2021-09-13 13:10:23,,19570251,Passive
CongratsForm442,,Cutover,Engineer,40000,London,07/09/2021,7,09/09/2021,20/09/2021,7,"Javascript, Angular, React, Ruby, AWS",Other,LinkedIn message,I do not reach out easily to ask for help and it was really nice to have Candida checking on me every two weeks.,I'm not sure I can help with this as I haven't used the careers support at all.,6,2021-09-09 12:10:55,,20041451,Detractor
CongratsForm441,,Starling Bank,Software Engineer,37000,London,10/08/2021,1,03/09/2021,27/09/2021,4,"Java, React",Job Board,,Be honest with my interviewers,They have been great - hopefully we'll see more jobs on the Hub once the pandemic is over!,10,2021-09-07 16:26:34,,3845451,Promoter
CongratsForm440,,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2021-09-07 16:11:43,,,
CongratsForm439,,Brickvest,Junior Full Stack Software Engineer,39998,London,01/09/2021,2,02/09/2021,10/09/2021,2,"Python/ Quartz, JavaScript/React",Other,They posted on the alumni careers page.,"Gave them access to reach me, CV / Cover Letter advice, general interview advice","Could be better setup to target non hiring partner roles, as the hiring partners are a bit limited.",8,2021-09-02 16:54:44,,30114951,Passive
CongratsForm438,,BridgeU,Associate Software Engineer,35000,London,01/09/2021,8,01/09/2021,01/10/2021,8,Ruby on Rails;Vue.js;ELM,MA Hiring Partner,,Arrange the presentation and Ryan Pierre amazing during the interview preperations,"Physically review CVs, GitHub CVs. Provide a list of interview questions that may be asked and help use answer them. This may also include questions that we must complete during the application.",7,2021-09-02 12:23:09,,26832801,Passive
CongratsForm437,,SaltPay,Software Engineer,40000,London,26/08/2021,2,31/08/2021,06/09/2021,0,"Golang, AWS, Jenkins",Personal contact/referral,,Tech Test Pair programming interview and culture fit interview,I don't know,7,2021-08-31 14:06:03,,29328851,Passive
CongratsForm436,,Hullabalook,Software Developer,32000,LONDON,27/08/2021,4,30/08/2021,14/09/2021,4,"Javascript, Vue.JS",Other,Through Makers Alumni Slack,Lots of support in applying and interviewing process,N/A,10,2021-08-31 13:01:44,,29928551,Promoter
CongratsForm435,,Capgemini/Makers,Software Engineer,30500,Telford,01/08/2021,1,02/08/2021,06/09/2021,1,Java,MA Hiring Partner,,Very quick to arrange interview with Capgemini,For me all went well,10,2021-08-28 17:35:05,,20969051,Promoter
CongratsForm434,,Albany Beck,Software Development Training,28000,London,29/07/2021,3,29/07/2021,31/08/2021,3,Java,Other,Senior Associate at Albany Beck reached out to me on LinkedIn,I wouldn't have been able to secure the job without the training Makers provided,Those with less general experience may need more help with applications etc. as we are less likely to get interviews and offers,6,2021-08-27 10:23:59,,26602801,Detractor
